cruise,station,mon/day/yy,hh:mm,longitude [degrees east],latitude [degrees north],Bot. Depth [m],BOTTLE NUMBER,PRESSURE [DB],TEMPERATURE [C],SALINITY [PSU],CHLOROPHYLL [MG/M^3],PAR,OXYGEN [umol/l],TRANSMISSOMETRY [%],NITRATE [umol/L],NITRITE [umol/L],PHOSPHATE [umol/L],AMMONIUM [umol/L],SILICATE [umol/L]
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,1,4357.401,1.9775,34.6641,0.462,1.00E-12,94.847,99.9592,39.45,0.01,2.83,0.02,164.4
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,2,4063.23,1.9426,34.6641,0.4489,1.00E-12,95.156,99.9908,,,,,
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,3,3858.088,1.9191,34.664,0.4738,1.00E-12,95.314,100.0366,,,,,
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,4,3653.619,1.8969,34.6638,0.4433,1.00E-12,95.294,100.0693,,,,,
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,5,3448.59,1.8765,34.6635,0.4489,1.00E-12,96.053,100.1107,,,,,
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,6,3244.364,1.859,34.663,0.434,1.00E-12,95.876,100.1352,,,,,
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,7,3039.157,1.8431,34.6625,0.4489,1.00E-12,95.76,100.1287,39.86,0.01,2.83,0.01,163.7
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,8,2837.322,1.8342,34.6614,0.4489,1.00E-12,95.19,100.0061,,,,,
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,9,2631.395,1.846,34.6591,0.4489,1.00E-12,93.512,100.0257,,,,,
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,10,2427.506,1.9032,34.6543,0.4775,1.00E-12,90.71,100.0088,,,,,
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,11,2224.967,2.0682,34.6438,0.4489,1.00E-12,83.398,100.0099,,,,,
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,12,2022.182,2.3156,34.6301,0.1742,1.00E-12,71.989,99.9925,42.05,0.02,3.01,0.01,152.7
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,13,1768.72,2.7087,34.6104,0.1723,1.00E-12,54.758,100.0045,,,,,
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,14,1513.814,3.1487,34.5898,0.2807,1.00E-12,38.71,100.011,44.5,0.01,3.27,0,139.7
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,15,1262.214,3.724,34.5637,0.4308,1.00E-12,22.623,100.0186,,,,,
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,16,1008.705,4.5736,34.5352,0.4632,1.00E-12,7.622,100.0252,45.75,0.01,3.45,0,109
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,17,806.703,5.4268,34.5146,0.4626,1.00E-12,2.309,100.0557,43.53,0.02,3.42,0,93.1
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,18,403.345,9.0484,34.5975,0.4769,1.00E-12,1.281,99.5048,27.82,0.86,3.06,0.01,52.8
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,19,200.906,11.7373,34.7619,0.5822,1.00E-12,1.109,98.7986,20.95,4.03,2.7,0.01,33.2
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,20,100.399,13.3661,34.8068,1.0308,1.00E-12,1.022,97.6511,16.72,6.17,2.65,0,28.8
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,21,75.073,14.0623,34.7616,1.2687,1.00E-12,0.996,97.9938,16.27,4.83,2.66,0.03,27.7
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,22,50.266,15.8443,34.6869,2.1328,1.00E-12,0.907,97.7006,21.27,1.25,2.59,0.1,22.9
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,23,25.13,18.9952,34.6645,5.8681,1.00E-12,47.825,91.2764,,,,,
TN278,35,3/25/2012,10:16,-106.362,20.77667,4309,24,3.009,23.2361,34.7587,5.8263,1.00E-12,213.268,86.8884,1.88,0.14,0.86,0.21,4.2
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,1,1009.352,4.5394,34.5367,0.4576,1.00E-12,8.159,99.7696,45.05,0.02,3.46,0.06,110
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,2,1009.253,4.5427,34.5361,0.4483,1.00E-12,7.953,99.7751,,,,,
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,3,906.728,4.9418,34.5267,0.4694,1.00E-12,4.493,99.8633,44.39,0.02,3.45,0.05,102.3
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,4,907.574,4.9471,34.5262,0.4645,1.00E-12,4.43,99.841,,,,,
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,5,806.647,5.494,34.5196,0.4657,1.00E-12,1.611,100.0611,43.2,0.01,3.42,0.04,93
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,6,805.727,5.4824,34.5198,0.447,1.00E-12,1.535,100.0355,,,,,
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,7,604.374,7.0033,34.5306,0.4396,1.00E-12,1.049,99.9369,37.2,0.01,3.28,0.04,72.5
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,8,604.602,7.0034,34.5308,0.4589,1.00E-12,1.022,99.968,,,,,
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,9,402.236,9.9258,34.6533,0.4688,1.00E-12,0.953,99.404,24.48,1.74,2.95,0.03,45.4
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,10,403.124,9.9298,34.6539,0.4564,1.00E-12,0.936,99.4133,,,,,
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,11,201.998,12.0382,34.7736,0.4551,1.00E-12,0.81,98.7703,20.22,4.34,2.7,0.06,32.6
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,12,201.301,12.0481,34.7757,0.4657,1.00E-12,0.854,98.8166,,,,,
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,13,100.546,12.9738,34.8107,0.5554,1.00E-12,0.801,98.8329,19.82,5.15,2.61,0.07,28.3
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,14,100.518,12.9769,34.8109,0.5561,1.00E-12,0.799,98.8743,,,,,
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,15,50.263,14.7738,34.759,1.5509,4.70E-01,0.747,97.5437,19.03,3.45,2.59,0.07,25.3
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,16,50.502,14.773,34.7595,1.4743,4.20E-01,0.744,97.5748,,,,,
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,17,24.872,17.0367,34.6692,1.3665,6.80E+00,4.226,97.5677,23.88,0.31,2.52,0.07,19.4
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,18,25.138,17.0206,34.6711,1.4618,6.53E+00,3.958,97.5922,,,,,
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,19,14.109,19.9774,34.6149,8.2976,4.69E+01,77.195,83.4202,14.54,1.46,1.84,0.01,8.8
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,20,14.284,19.801,34.6185,8.9224,4.53E+01,71.523,83.2997,,,,,
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,21,3.269,23.8809,34.576,9.9229,2.08E+03,227.352,55.9043,0.29,0.07,0.67,0.07,4.1
TN278,37,3/25/2012,17:01,-105.85,20.49361,1077,22,2.978,23.8681,34.5782,8.6134,2.15E+03,229.991,55.9157,,,,,
TN278,38,3/25/2012,18:41,-105.76,20.41806,434,1,30.339,16.3008,34.698,1.7172,4.12E+00,1.062,97.5039,,,,,
TN278,38,3/25/2012,18:41,-105.76,20.41806,434,2,20.109,17.8818,34.6406,3.8715,1.40E+01,32.159,93.3933,,,,,
TN278,38,3/25/2012,18:41,-105.76,20.41806,434,3,10.353,18.8123,34.6261,12.6321,1.52E+02,99.655,76.8913,,,,,
TN278,38,3/25/2012,18:41,-105.76,20.41806,434,4,2.799,19.1902,34.6264,7.9506,1.97E+03,132.163,69.1206,,,,,
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,1,2631.676,1.8616,34.6576,0.4234,1.00E-12,95.207,100.1935,40.32,0,2.84,0,162.7
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,2,1818.377,2.5176,34.6208,0.4489,1.00E-12,64.567,100.0971,42.82,0,3.08,0,146.1
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,3,1109.535,4.2066,34.5539,0.4582,1.00E-12,13.368,100.0121,46.27,0,3.45,0,115
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,4,1007.586,4.5364,34.5431,0.4551,1.00E-12,7.487,100.047,,,,,
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,5,1008.784,4.565,34.5427,0.4632,1.00E-12,7.435,100.0655,46.01,0,3.47,0,107.8
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,6,806.498,5.5287,34.5284,0.4557,1.00E-12,1.563,100.1429,43.45,0,3.44,0,91.2
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,7,705.86,6.1062,34.5345,0.4595,1.00E-12,1.297,100.1156,41.53,0,3.39,0,82.7
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,8,605.276,6.8562,34.5437,0.457,1.00E-12,1.176,100.0688,37.93,0.15,3.33,0,73.1
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,9,403.996,9.0916,34.6153,0.4508,1.00E-12,1.052,99.8306,28,0.85,3.06,0.05,50.6
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,10,302.325,10.5832,34.6922,0.4383,1.00E-12,0.992,99.6416,23.61,1.43,2.85,0,39.6
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,11,201.453,11.6774,34.7564,0.4539,1.00E-12,0.911,99.2945,21.63,3.46,2.71,0.05,32.9
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,12,101.022,12.9717,34.795,0.571,1.00E-12,0.843,98.6836,17.04,5.61,2.65,0.05,29.2
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,13,75.245,14.1461,34.7597,2.1577,1.00E-12,0.84,97.6385,,,,,
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,14,75.254,14.1748,34.7595,2.2244,1.00E-12,0.775,97.523,16.51,4.35,2.64,0.05,26.9
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,15,50.171,16.7415,34.6773,2.0281,1.00E-12,5.022,98.634,,,,,
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,16,50.616,16.7494,34.6779,1.8082,1.00E-12,5.069,98.6831,22.25,0.04,2.52,0.14,20.3
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,17,34.754,18.0855,34.6285,2.5221,1.00E-12,31.561,97.869,,,,,
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,18,34.984,18.0146,34.6318,2.3583,1.00E-12,23.249,97.9017,20.45,0.59,2.21,0.43,14.8
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,19,20.206,21.6277,34.7014,5.8051,1.00E-12,165.486,93.1814,7.23,0.32,1.22,0.18,5.9
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,20,20.132,21.9315,34.7194,5.9696,1.00E-12,180.969,93.0108,,,,,
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,21,2.596,25.6111,34.6244,2.7557,1.00E-12,198.148,89.5203,0.15,0.09,0.54,0.06,2.4
TN278,40,3/26/2012,5:56,-104.789,18.47694,4570,22,2.676,25.6063,34.6253,2.6959,1.00E-12,198.403,89.5067,,,,,
TN278,41,3/26/2012,9:04,-104.659,18.65111,1974,1,1008.316,4.5441,34.5464,0.4389,1.00E-12,7.667,99.8677,,,,,
TN278,41,3/26/2012,9:04,-104.659,18.65111,1974,2,805.84,5.6067,34.5346,0.4694,1.00E-12,1.124,100.0851,,,,,
TN278,41,3/26/2012,9:04,-104.659,18.65111,1974,3,604.418,6.8848,34.5447,0.4564,1.00E-12,0.992,99.9647,,,,,
TN278,41,3/26/2012,9:04,-104.659,18.65111,1974,4,403.66,9.2122,34.6231,0.5424,1.00E-12,0.975,99.6895,,,,,
TN278,41,3/26/2012,9:04,-104.659,18.65111,1974,5,201.171,11.8966,34.7746,0.4806,1.00E-12,0.821,99.1245,,,,,
TN278,41,3/26/2012,9:04,-104.659,18.65111,1974,6,19.821,22.88,34.6218,10.5116,1.00E-12,158.665,87.9384,,,,,
TN278,41,3/26/2012,9:04,-104.659,18.65111,1974,7,19.873,22.8475,34.6217,10.1639,1.00E-12,165.617,89.11,,,,,
TN278,42,3/26/2012,11:08,-104.555,18.8225,1124,1,1008.465,4.8097,34.5397,0.4676,1.00E-12,5.456,99.8524,45.05,0,3.32,0,101.4
TN278,42,3/26/2012,11:08,-104.555,18.8225,1124,2,966.572,4.9264,34.5381,0.4626,1.00E-12,4.511,99.8759,,,,,
TN278,42,3/26/2012,11:08,-104.555,18.8225,1124,3,806.136,5.5932,34.5314,0.4427,1.00E-12,1.499,100.0012,42.85,0,3.27,0,89.1
TN278,42,3/26/2012,11:08,-104.555,18.8225,1124,4,704.43,6.1195,34.5347,0.4589,1.00E-12,1.044,100.0061,,,,,
TN278,42,3/26/2012,11:08,-104.555,18.8225,1124,5,604.061,6.7742,34.5425,0.4694,1.00E-12,0.994,99.9407,37.73,0.06,3.18,0,72.8
TN278,42,3/26/2012,11:08,-104.555,18.8225,1124,6,503.274,7.8125,34.5697,0.4794,1.00E-12,1.018,99.8399,,,,,
TN278,42,3/26/2012,11:08,-104.555,18.8225,1124,7,402.409,8.9999,34.6131,0.4738,1.00E-12,0.94,99.6944,26.93,1.03,2.93,0,50.7
TN278,42,3/26/2012,11:08,-104.555,18.8225,1124,8,302.195,10.9459,34.7174,0.4676,1.00E-12,0.902,99.374,,,,,
TN278,42,3/26/2012,11:08,-104.555,18.8225,1124,9,201.704,11.957,34.7819,0.4601,1.00E-12,0.817,99.1926,22.65,2.67,2.62,0,34.9
TN278,42,3/26/2012,11:08,-104.555,18.8225,1124,10,101.138,13.5485,34.8234,0.7741,1.00E-12,0.839,98.5033,18.4,5.88,2.45,0,26.5
TN278,42,3/26/2012,11:08,-104.555,18.8225,1124,11,51.101,15.5385,34.7576,3.3357,1.00E-12,0.677,97.8325,22.44,1.48,2.45,0,22.6
TN278,42,3/26/2012,11:08,-104.555,18.8225,1124,12,25.546,20.5729,34.5397,9.4594,1.00E-12,44.185,88.9939,20.83,0.67,2.1,0,13.7
TN278,42,3/26/2012,11:08,-104.555,18.8225,1124,13,4.988,23.6394,34.5236,12.6184,1.00E-12,188.018,79.449,1.98,0.11,0.74,0.27,4.6
TN278,43,3/26/2012,13:27,-104.466,18.9175,884,1,504.281,8.0585,34.5789,0.4308,1.00E-12,1.315,99.708,31.02,0.74,3,0,59.5
TN278,43,3/26/2012,13:27,-104.466,18.9175,884,2,402.898,9.5402,34.6407,0.4302,1.00E-12,1.097,99.5707,25.66,1.25,2.86,0,46.7
TN278,43,3/26/2012,13:27,-104.466,18.9175,884,3,301.774,10.606,34.7016,0.4358,1.00E-12,1.039,99.3163,23.08,2,2.73,0,39.7
TN278,43,3/26/2012,13:27,-104.466,18.9175,884,4,200.723,12.0652,34.7882,0.4645,1.00E-12,0.885,99.1473,23.42,3.64,2.5,0,31
TN278,43,3/26/2012,13:27,-104.466,18.9175,884,5,100.578,13.2014,34.8293,0.68,1.00E-12,0.858,98.3785,23.05,3.96,2.43,0.01,27.1
TN278,43,3/26/2012,13:27,-104.466,18.9175,884,6,50.691,15.2316,34.7708,3.8042,1.00E-12,0.801,97.1716,20.63,2.63,2.46,0,23.6
TN278,43,3/26/2012,13:27,-104.466,18.9175,884,7,30.31,17.1274,34.6788,1.9284,1.00E-12,0.761,97.5154,22.82,1.68,2.39,0,18.7
TN278,43,3/26/2012,13:27,-104.466,18.9175,884,8,10.09,22.4786,34.5317,17.2974,1.17E+01,221.499,70.8757,0.54,0.02,0.47,0,2
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,1,1007.833,4.5393,34.5423,0.4632,1.00E-12,9.16,99.74,45.06,0.02,3.46,0.03,108.4
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,2,806.314,5.5981,34.5335,0.457,1.00E-12,2.47,99.81,42.61,0.02,3.39,0.03,89.6
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,3,604.654,7.0803,34.5462,0.4514,1.00E-12,1.87,99.73,36.47,0,3.27,0.02,70.6
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,4,402.458,9.2747,34.6275,0.452,1.00E-12,1.73,99.47,27.26,0.41,2.98,0.02,49.5
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,5,251.216,11.4869,34.7512,0.5293,1.00E-12,1.66,98.83,22.16,3.16,2.69,0.19,33.4
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,6,201.395,12.1213,34.7913,0.5181,1.00E-12,1.58,98.8,22.79,4.12,2.6,0.02,30.4
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,7,150.972,12.6067,34.8116,0.6221,1.00E-12,1.58,98.68,21.55,4.9,2.56,0.04,28.8
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,9,101.495,13.264,34.8239,0.9504,1.00E-12,1.58,98.05,18.81,6.35,2.55,0.03,27
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,10,74.835,13.7232,34.8179,1.0974,1.00E-12,1.58,97.53,17.26,6.73,2.55,0.02,25.6
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,11,49.883,14.9829,34.7783,2.5265,1.00E-12,1.54,97.26,19.69,3.71,2.55,0.04,23.5
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,12,20.052,20.6436,34.5639,11.0467,1.00E-12,101.14,84.96,11.61,0.04,1.51,1.38,5.4
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,13,10.06,21.6252,34.5471,17.9123,1.00E-12,201.94,82.28,4.07,0,0.95,1.11,0.8
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,14,7.25,22.0049,34.5536,14.9115,1.00E-12,220.69,82.16,4.31,0,0.99,1.27,1.3
TN278,101,3/29/2012,5:04,-105.303,19.27278,1444,15,1.96,22.2909,34.5544,13.0769,2.37E+00,233.75,82.35,2.78,0,0.86,0.85,1.3
TN278,102,3/29/2012,9:11,-105.591,19.66083,978,1,980.836,4.7464,34.5339,0.5305,1.00E-12,9.3,98.36,44.03,0.02,3.42,0.05,105.3
TN278,102,3/29/2012,9:11,-105.591,19.66083,978,2,806.387,5.5203,34.5264,0.4576,1.00E-12,2.69,99.81,42.68,0.02,3.41,0.04,91.4
TN278,102,3/29/2012,9:11,-105.591,19.66083,978,3,604.405,7.2069,34.5526,0.4694,1.00E-12,1.92,99.78,35.73,0.01,3.27,0.03,68.5
TN278,102,3/29/2012,9:11,-105.591,19.66083,978,4,403.249,9.3917,34.6316,0.4975,1.00E-12,1.72,99.38,26,0.44,3,0.03,48.5
TN278,102,3/29/2012,9:11,-105.591,19.66083,978,5,251.557,11.5483,34.754,0.5368,1.00E-12,1.68,99,22.23,3.16,2.68,0.04,32.9
TN278,102,3/29/2012,9:11,-105.591,19.66083,978,6,201.649,12.0096,34.7825,0.7286,1.00E-12,1.61,98.64,21.95,4.15,2.64,0.01,30.7
TN278,102,3/29/2012,9:11,-105.591,19.66083,978,7,151.225,12.4541,34.8047,0.657,1.00E-12,1.58,98.67,20.89,5.09,2.58,0.01,29.2
TN278,102,3/29/2012,9:11,-105.591,19.66083,978,8,100.724,13.3585,34.8187,1.0476,1.00E-12,1.59,98.2,18,6.29,2.57,0.02,26.9
TN278,102,3/29/2012,9:11,-105.591,19.66083,978,9,75.797,13.8334,34.8067,1.1522,1.00E-12,1.59,97.69,17.19,6.11,2.59,0.03,25.8
TN278,102,3/29/2012,9:11,-105.591,19.66083,978,10,49.931,14.9074,34.7784,2.4386,1.00E-12,1.55,97.29,,,,,
TN278,102,3/29/2012,9:11,-105.591,19.66083,978,11,20.166,17.935,34.6318,1.9944,1.00E-12,1.64,96.28,24.19,0.45,2.48,0.46,16.2
TN278,102,3/29/2012,9:11,-105.591,19.66083,978,12,12.037,21.8731,34.5836,10.1938,1.00E-12,179.95,86.47,6.54,0,1.17,1.18,1.9
TN278,102,3/29/2012,9:11,-105.591,19.66083,978,13,3.872,22.5645,34.5558,12.7187,1.00E-12,218.61,81.39,4.19,0,0.94,0.27,0.7
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,1,1211.063,3.8447,34.5617,0.4676,1.00E-12,22.73,99.64,45.02,0.02,3.44,0.07,122.5
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,2,1009.121,4.4536,34.5385,0.4601,1.00E-12,9.82,99.84,45.32,0.02,3.49,0.08,110.1
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,3,806.743,5.4179,34.5228,0.4582,1.00E-12,2.46,99.94,43.7,0.02,3.46,0.07,92.5
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,4,605.145,6.8521,34.5312,0.462,1.00E-12,1.85,99.84,37.57,0.02,3.32,0.08,73
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,5,403.013,9.5003,34.6341,0.4969,1.00E-12,1.8,99.4,22.92,3.88,3.01,0.07,47.6
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,6,251.369,11.2322,34.7311,0.4906,1.00E-12,1.68,99.09,22.52,2.3,2.76,0.07,34.6
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,7,201.188,11.7816,34.7659,0.5312,1.00E-12,1.63,98.96,22.37,3.62,2.69,0.07,32
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,8,150.802,12.3868,34.7886,0.5442,1.00E-12,1.64,98.78,20.15,4.9,2.64,0.07,30
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,9,100.965,13.5618,34.7995,1.0015,1.00E-12,1.58,98.27,16.34,6.32,2.62,0.07,26.7
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,10,75.062,14.1452,34.7778,1.8998,1.00E-12,1.56,97.8,17.75,3.69,2.62,0.07,25.4
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,11,50.738,15.0753,34.7387,3.8447,1.00E-12,1.55,96.72,18.23,2.33,2.57,0.06,23.1
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,12,50.667,15.0857,34.7381,3.9045,1.00E-12,1.54,96.51,,,,,
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,13,50.635,15.0983,34.7377,3.8677,1.00E-12,1.55,96.64,,,,,
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,14,50.951,15.0359,34.7402,3.8054,1.00E-12,1.55,96.67,,,,,
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,15,20.661,19.1834,34.6449,4.9367,1.00E-12,26.85,90.76,21.01,0.2,2.21,0.11,11.6
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,16,20.701,19.1666,34.6478,5.108,1.00E-12,27.01,91,,,,,
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,17,20.6,19.1619,34.6446,7.3569,1.00E-12,25.89,90.84,,,,,
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,18,20.613,19.1699,34.645,4.9174,1.00E-12,26.14,91.03,,,,,
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,19,2.424,22.9221,34.5708,9.688,1.00E-12,227.69,80.74,2.19,0.01,0.86,0.24,2.2
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,20,2.42,22.9286,34.5705,9.0015,1.00E-12,228.29,81.01,,,,,
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,21,2.197,22.9224,34.5706,9.1448,1.00E-12,228.64,80.82,,,,,
TN278,103,3/29/2012,12:33,-105.774,19.84861,1433,22,2.237,22.9238,34.5708,9.2949,1.00E-12,228.22,80.96,,,,,
TN278,104,3/29/2012,15:29,-105.819,20.06361,1486,1,1211.948,3.7331,34.5658,0.462,1.00E-12,25.36,99.57,44.53,0.09,3.35,0,125.7
TN278,104,3/29/2012,15:29,-105.819,20.06361,1486,2,1009.454,4.4338,34.541,0.452,1.00E-12,10.67,99.77,44.92,0.09,3.49,0,111.7
TN278,104,3/29/2012,15:29,-105.819,20.06361,1486,3,806.031,5.6182,34.5276,0.462,1.00E-12,2.26,99.89,42.12,0.1,3.37,0,90.6
TN278,104,3/29/2012,15:29,-105.819,20.06361,1486,4,604.177,6.8207,34.5299,0.4489,1.00E-12,1.87,99.83,37.85,0.1,3.27,0,74.5
TN278,104,3/29/2012,15:29,-105.819,20.06361,1486,5,402.992,9.3779,34.6342,0.4788,1.00E-12,1.73,99.49,26.53,0.52,2.99,0,48.4
TN278,104,3/29/2012,15:29,-105.819,20.06361,1486,6,252.359,11.4273,34.748,0.5859,1.00E-12,1.68,98.73,22.3,2.87,2.69,0,34.3
TN278,104,3/29/2012,15:29,-105.819,20.06361,1486,7,201.194,11.9323,34.7739,0.6887,1.00E-12,1.67,98.74,22.1,3.99,2.63,0,31.8
TN278,104,3/29/2012,15:29,-105.819,20.06361,1486,8,150.366,12.4392,34.7968,0.6726,1.00E-12,1.62,98.56,20.12,5.74,2.59,0,30.1
TN278,104,3/29/2012,15:29,-105.819,20.06361,1486,9,101.352,13.1769,34.8131,1.0021,1.00E-12,1.59,98.11,16.38,7.53,2.57,0,28.5
TN278,104,3/29/2012,15:29,-105.819,20.06361,1486,10,75.721,13.8917,34.8029,1.3061,1.00E-12,1.57,97.63,15.26,7.49,2.57,0,26.3
TN278,104,3/29/2012,15:29,-105.819,20.06361,1486,11,50.819,15.021,34.7622,2.7352,1.00E-12,1.54,97.18,19.06,3.65,2.56,0.01,23.8
TN278,104,3/29/2012,15:29,-105.819,20.06361,1486,12,20.198,20.0519,34.579,6.2991,1.00E-12,90.99,88.88,17.11,0.33,1.96,1.03,11.2
TN278,104,3/29/2012,15:29,-105.819,20.06361,1486,13,2.81,22.2048,34.6075,7.119,1.00E-12,245.78,79.31,1,0.12,0.7,0.16,1.5
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,1,504.309,8.3807,34.5802,0.4172,1.00E-12,1.9,99.6,30.41,0.31,3.08,0,59
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,2,251.828,11.3766,34.7433,0.4894,1.00E-12,1.74,99.05,22.36,2.52,2.71,0,34.8
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,3,200.574,11.9116,34.774,0.4726,1.00E-12,1.67,98.68,21.53,3.67,2.64,0,32.5
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,4,201.171,11.9342,34.7751,0.4383,1.00E-12,1.68,98.68,,,,,
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,5,151.147,12.5558,34.8053,0.5393,1.00E-12,1.6,98.66,20.73,4.91,2.58,0,29.9
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,6,100.447,13.022,34.8056,0.6389,1.00E-12,1.58,97.83,18.16,5.59,2.58,0,29.1
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,7,100.738,13.021,34.8056,0.6607,1.00E-12,1.59,96.97,,,,,
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,8,75.425,13.3178,34.8021,0.7666,1.00E-12,1.57,97.89,17.2,5.89,2.58,0,28.2
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,9,50.629,14.0805,34.7834,1.2276,1.00E-12,1.55,97.47,,,,,
