cruise,station,mon/day/yy,hh:mm,longitude [degrees east],latitude [degrees north],Bot. Depth [m],BOTTLE NUMBER,PRESSURE [DB],TEMPERATURE [C],SALINITY [PSU],CHLOROPHYLL [MG/M^3],PAR,OXYGEN [umol/l],TRANSMISSOMETRY [%],NITRATE [umol/L],NITRITE [umol/L],PHOSPHATE [umol/L],AMMONIUM [umol/L],SILICATE [umol/L]
TN278,179,4/18/2012,12:02,-110,20.51028,3140,12,251.788,11.7022,34.7214,0.4458,,1.61,98.82,,,,,
TN278,179,4/18/2012,12:02,-110,20.51028,3140,13,251.012,11.703,34.7215,0.419,,1.62,98.85,,,,,
TN278,179,4/18/2012,12:02,-110,20.51028,3140,14,200.713,12.4479,34.7585,0.447,,1.63,98.79,22.41,2.02,2.75,0,31.5
TN278,179,4/18/2012,12:02,-110,20.51028,3140,15,150.91,14.0809,34.6787,0.3904,,7.17,99.22,24.05,0.11,2.69,0,26.2
TN278,179,4/18/2012,12:02,-110,20.51028,3140,16,151.08,14.0196,34.6816,0.3904,,7.18,99.27,,,,,
TN278,179,4/18/2012,12:02,-110,20.51028,3140,17,151.118,14.0127,34.6815,0.391,,7.13,99.27,,,,,
TN278,179,4/18/2012,12:02,-110,20.51028,3140,18,150.566,14.0423,34.6806,0.3923,,6.96,99.25,,,,,
TN278,179,4/18/2012,12:02,-110,20.51028,3140,19,125.673,15.5606,34.6654,0.4122,,30.36,99.26,22.54,0.11,2.49,0,21.9
TN278,179,4/18/2012,12:02,-110,20.51028,3140,20,100.83,18.7294,34.7124,0.9286,,108.18,99,13.63,0.17,1.74,0.02,11.4
TN278,179,4/18/2012,12:02,-110,20.51028,3140,21,75.205,21.241,34.6203,2.5358,,171.41,97.92,4,0.42,0.9,0.02,3.5
TN278,179,4/18/2012,12:02,-110,20.51028,3140,22,50.464,22.893,34.7917,0.713,,212.79,98.28,0.27,0.02,0.51,0.02,1.7
TN278,179,4/18/2012,12:02,-110,20.51028,3140,23,25.26,22.9703,34.805,0.4794,,212.2,98.33,0.27,0.02,0.51,0.01,1.7
TN278,179,4/18/2012,12:02,-110,20.51028,3140,24,2.375,22.9593,34.8052,0.4178,,212.58,98.35,0.27,0.02,0.51,0.01,1.9
TN278,180,4/18/2012,16:21,-110.01,21,3195,1,1514.363,3.0951,34.5864,0.4713,,42.27,99.59,44.27,0,3.27,0,139.8
TN278,180,4/18/2012,16:21,-110.01,21,3195,2,1109.824,4.2431,34.5323,0.4701,,14.14,99.57,45.44,0,3.43,0,116.4
TN278,180,4/18/2012,16:21,-110.01,21,3195,3,907.557,5.0816,34.5098,0.4396,,5.25,99.54,44.42,0,3.43,0,99.5
TN278,180,4/18/2012,16:21,-110.01,21,3195,4,806.134,5.6554,34.5022,0.4595,,3.22,99.5,42.82,0,3.37,0,90.4
TN278,180,4/18/2012,16:21,-110.01,21,3195,5,705.339,6.4068,34.5125,0.4346,,1.96,99.51,39.75,0,3.32,0.01,78.7
TN278,180,4/18/2012,16:21,-110.01,21,3195,6,503.035,8.2209,34.5498,0.4557,,1.82,99.38,33.26,0,3.13,0.01,59.6
TN278,180,4/18/2012,16:21,-110.01,21,3195,7,503.407,8.2234,34.5498,0.4489,,1.78,99.39,,,,,
TN278,180,4/18/2012,16:21,-110.01,21,3195,8,402.262,9.5161,34.5937,0.4439,,1.84,99.33,28.96,0,2.96,0.01,47.9
TN278,180,4/18/2012,16:21,-110.01,21,3195,9,301.31,10.9127,34.6697,0.4128,,1.65,99.08,25.32,0.43,2.83,0.01,38.7
TN278,180,4/18/2012,16:21,-110.01,21,3195,10,251.169,11.5083,34.6933,0.4047,,2.2,99.32,26.21,0,2.77,0.01,36.5
TN278,180,4/18/2012,16:21,-110.01,21,3195,11,250.639,11.5109,34.6934,0.4053,,2.24,99.34,,,,,
TN278,180,4/18/2012,16:21,-110.01,21,3195,12,200.392,12.6755,34.7616,0.4003,,1.57,98.85,23.85,0.63,2.7,0.01,31.4
TN278,180,4/18/2012,16:21,-110.01,21,3195,13,175.762,13.3397,34.77,0.5069,,1.6,98.79,21.27,2.31,2.65,0.01,29.3
TN278,180,4/18/2012,16:21,-110.01,21,3195,14,176.178,13.3361,34.7713,0.5087,,1.61,98.79,,,,,
TN278,180,4/18/2012,16:21,-110.01,21,3195,15,150.934,14.3926,34.6609,0.4028,,8.89,99.28,24.55,0,2.59,0.02,26
TN278,180,4/18/2012,16:21,-110.01,21,3195,16,125.52,16.3734,34.7183,0.4103,,51.63,99.22,21.14,0,2.26,0.02,20.5
TN278,180,4/18/2012,16:21,-110.01,21,3195,17,99.111,19.9226,34.6761,1.3111,,132.62,98.56,9.5,0.05,1.29,0.02,8.3
TN278,180,4/18/2012,16:21,-110.01,21,3195,18,91.185,20.807,34.6239,1.5459,,163.16,98.31,6.35,0.18,0.97,0.01,5.4
TN278,180,4/18/2012,16:21,-110.01,21,3195,19,84.923,21.2782,34.5682,2.2262,,193.63,98.03,2.47,0.58,0.67,0.02,3.6
TN278,180,4/18/2012,16:21,-110.01,21,3195,20,80.805,22.0834,34.6442,2.0648,,210.72,97.66,1.01,0.04,0.5,0.05,2.7
TN278,180,4/18/2012,16:21,-110.01,21,3195,21,75.189,22.839,34.7871,1.1827,,212.67,98.14,0.98,0,0.47,0.01,2.7
TN278,180,4/18/2012,16:21,-110.01,21,3195,22,50.594,22.882,34.793,0.5834,,213.49,98.11,0.98,0,0.47,0.01,2.7
TN278,180,4/18/2012,16:21,-110.01,21,3195,23,25.074,22.9415,34.8045,0.4172,,213.32,98.09,0.98,0,0.47,0.01,2.8
TN278,180,4/18/2012,16:21,-110.01,21,3195,24,2.576,23.1146,34.8067,0.4358,,213.18,98.3,1.05,0,0.49,0.01,2.8
TN278,181,4/18/2012,21:14,-110,21.51028,3191,1,1515.146,3.0974,34.5868,0.4501,,41.73,99.59,44.51,0.01,3.29,0,141.2
TN278,181,4/18/2012,21:14,-110,21.51028,3191,2,1109.501,4.2299,34.5322,0.4645,,14.23,99.56,45.23,0,3.44,0,117
TN278,181,4/18/2012,21:14,-110,21.51028,3191,3,908.077,5.0405,34.5133,0.4495,,5.4,99.52,44.35,0,3.44,0,102.3
TN278,181,4/18/2012,21:14,-110,21.51028,3191,4,806.844,5.6603,34.5047,0.434,,3.25,99.47,42.59,0.05,3.4,0,92.3
TN278,181,4/18/2012,21:14,-110,21.51028,3191,5,705.121,6.2722,34.5028,0.4333,,2.19,99.52,40.62,0.04,3.34,0,83.1
TN278,181,4/18/2012,21:14,-110,21.51028,3191,6,504.251,8.3864,34.5518,0.4489,,1.83,99.39,32.96,0.03,3.13,0,57.5
TN278,181,4/18/2012,21:14,-110,21.51028,3191,7,402.644,9.4769,34.6098,0.4296,,1.71,99.28,27.87,1.03,3.01,0,48.1
TN278,181,4/18/2012,21:14,-110,21.51028,3191,8,302.593,10.9035,34.6909,0.4439,,1.75,98.98,24.83,0.69,2.86,0,40.5
TN278,181,4/18/2012,21:14,-110,21.51028,3191,9,251.256,11.4347,34.7113,0.4433,,1.66,98.89,23.81,1.27,2.79,0,36.1
TN278,181,4/18/2012,21:14,-110,21.51028,3191,10,201.663,12.0289,34.7433,0.4445,,1.68,98.69,22.62,2.21,2.73,0,34
TN278,181,4/18/2012,21:14,-110,21.51028,3191,11,201.465,12.031,34.7434,0.4464,,1.65,98.68,,,,,
TN278,181,4/18/2012,21:14,-110,21.51028,3191,12,150.393,12.852,34.7132,0.3879,,2.44,99.4,,,,,
TN278,181,4/18/2012,21:14,-110,21.51028,3191,13,150.419,12.8539,34.7126,0.3929,,2.72,99.37,25.35,0,2.71,0,31.7
TN278,181,4/18/2012,21:14,-110,21.51028,3191,14,125.736,13.6374,34.6027,0.3885,,18.88,99.3,24.59,0,2.58,0,27.9
TN278,181,4/18/2012,21:14,-110,21.51028,3191,15,99.529,16.094,34.6727,0.8813,,48.21,99.04,21.69,0.02,2.31,0,21.5
TN278,181,4/18/2012,21:14,-110,21.51028,3191,16,75.698,16.4859,34.1399,1.7042,,159.69,98.51,8.66,0.16,1.18,0,8.6
TN278,181,4/18/2012,21:14,-110,21.51028,3191,17,49.96,20.4243,34.4286,1.394,,226.49,96.8,0.93,0,0.52,0,2.5
TN278,181,4/18/2012,21:14,-110,21.51028,3191,18,25.571,22.6658,34.7593,0.4869,,215.7,97.75,0.93,0,0.46,0,2.6
TN278,181,4/18/2012,21:14,-110,21.51028,3191,19,4.129,22.9891,34.7601,0.3866,,215.42,98.09,1,0,0.47,0,2.6
TN278,181,4/18/2012,21:14,-110,21.51028,3191,20,4.088,22.9473,34.7611,0.3754,,215.05,98.01,,,,,
TN278,181,4/18/2012,21:14,-110,21.51028,3191,21,4.061,22.9782,34.7614,0.3729,,215.14,98.09,,,,,
TN278,181,4/18/2012,21:14,-110,21.51028,3191,22,4.103,23.0425,34.761,0.3885,,215.1,97.98,,,,,
TN278,181,4/18/2012,21:14,-110,21.51028,3191,23,4.068,23.0323,34.761,0.3561,,215.31,98.02,,,,,
TN278,181,4/18/2012,21:14,-110,21.51028,3191,24,4.383,23.015,34.761,0.3872,,214.99,98.1,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,1,251.63,11.3979,34.7108,0.4072,,1.79,98.92,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,2,251.758,11.3967,34.7109,0.4346,,1.72,98.96,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,3,251.326,11.395,34.7107,0.4259,,1.74,98.97,24.11,0.97,2.79,0,37.2
TN278,182,4/18/2012,23:26,-110,21.51028,3201,4,251.768,11.392,34.7105,0.4271,,1.7,98.96,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,5,251.308,11.3927,34.7105,0.4433,,1.66,98.94,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,6,252.154,11.38,34.7103,0.4072,,1.71,98.93,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,7,251.137,11.3913,34.7106,0.4128,,1.76,98.91,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,8,251.797,11.3872,34.7104,0.4271,,1.72,98.95,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,9,251.705,11.3821,34.71,0.4277,,1.71,98.95,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,10,251.875,11.3762,34.7091,0.4458,,1.73,98.96,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,11,251.317,11.3885,34.7105,0.4402,,1.73,98.94,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,12,251.961,11.3681,34.709,0.4477,,1.73,98.82,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,13,150.666,12.7527,34.7137,0.4315,,2.61,99.39,25.35,0,2.71,0,32.2
TN278,182,4/18/2012,23:26,-110,21.51028,3201,14,151.279,12.7433,34.7135,0.4327,,2.64,99.4,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,15,150.289,12.7523,34.7136,0.4159,,2.59,99.39,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,16,151.501,12.7436,34.7136,0.3978,,2.72,99.4,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,17,150.815,12.7542,34.7139,0.4327,,2.66,99.37,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,18,151.176,12.744,34.7135,0.4178,,2.74,99.38,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,19,150.52,12.7505,34.7136,0.4147,,2.54,99.4,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,20,151.212,12.7455,34.7136,0.4159,,2.73,99.38,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,21,151.107,12.7399,34.7136,0.4159,,2.58,99.41,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,22,151.041,12.7429,34.7131,0.4159,,2.69,99.39,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,23,60.184,20.5313,34.6402,2.2655,,224.96,96.8,,,,,
TN278,182,4/18/2012,23:26,-110,21.51028,3201,24,60.454,20.5432,34.6607,2.0854,,224.75,96.79,,,,,
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,1,1516.453,3.1383,34.5853,0.4794,,40.32,99.55,44.57,0.03,3.28,0,138.3
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,2,1108.786,4.2078,34.5356,0.4638,,14.42,99.57,45.01,0.03,3.42,0,115.4
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,3,907.428,5.0749,34.5047,0.4788,,6.01,99.57,44.47,0.03,3.41,0,98.5
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,4,805.927,5.5422,34.4974,0.4676,,3.96,99.54,43.02,0.02,3.37,0,90.1
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,5,705.953,6.1883,34.5028,0.4788,,2.23,99.55,40.87,0.01,3.36,0,81.2
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,6,604.694,7.0115,34.5153,0.4682,,1.93,99.5,37.92,0.02,3.26,0,70.4
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,7,503.435,7.9004,34.5229,0.4489,,1.9,99.47,34.46,0.02,3.15,0,61.3
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,8,402.851,8.9262,34.5475,0.4427,,2.5,99.41,31.07,0.03,3.02,0,51.5
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,9,301.696,10.2656,34.6139,0.4184,,2.33,99.39,27.1,0.02,2.9,0,42.2
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,10,251.963,11.0986,34.6803,0.4445,,2.51,99.34,25.98,0.02,2.84,0,39.2
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,11,200.845,11.6608,34.6912,0.4464,,3.86,99.31,25.91,0.02,2.78,0,35.9
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,12,176.233,12.0422,34.7035,0.4184,,4.67,99.25,,,,,
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,13,176.309,12.0428,34.704,0.4066,,4.78,99.27,25.84,0.02,2.76,0,34
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,14,165.505,12.1431,34.6955,0.4203,,5.54,99.24,25.82,0.03,2.72,0,34
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,15,150.886,12.379,34.7104,0.4165,,6.41,99.22,25.75,0.03,2.73,0,33.9
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,16,126.97,12.9108,34.703,0.4377,,10.21,99.1,25.68,0.02,2.71,0,32
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,17,100.614,13.7544,34.602,0.467,,24.34,98.91,24.5,0.03,2.58,0,28.3
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,18,76.1,15.0787,34.6698,0.7392,,55.82,98.67,21.37,0.04,2.36,0,23.3
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,19,50.171,15.4296,33.9476,3.2559,,174.4,97.38,8.56,0.41,1.18,0,9.5
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,20,40.45,17.0087,34.0944,4.1393,,209.85,95.01,3.05,0.29,0.88,0.4,5.8
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,21,34.773,17.7466,34.2183,5.683,,218.2,94.31,2.27,0.23,0.88,0.43,4.3
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,22,25.511,17.6577,33.9692,2.8019,,233.61,95,0.31,0,0.54,0,4.2
TN278,183,4/19/2012,2:45,-110.011,22.01083,3165,23,2.374,19.1881,34.088,1.3933,,234.7,95.06,0.3,0.01,0.52,0,4
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,1,1514.926,3.127,34.5847,0.4613,,40.66,99.59,44.55,0.02,3.28,0,139.2
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,2,1110.29,4.2087,34.5332,0.4775,,14.76,99.56,45.85,0.02,3.43,0.01,115.6
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,3,907.046,5.0723,34.5073,0.4495,,5.63,99.54,44.9,0.02,3.43,0,98.9
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,4,805.947,5.4567,34.5013,0.4489,,3.98,99.51,43.7,0.03,3.39,0,92.7
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,5,706.446,6.075,34.4988,0.4489,,2.42,99.5,41.19,0.03,3.36,0.01,84
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,6,503.615,7.9702,34.5342,0.4551,,1.86,99.31,33.96,0.03,3.15,0.01,62.1
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,7,402.99,9.3177,34.5838,0.4414,,2.02,99.24,29.32,0.07,3.01,0.01,50
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,8,352.479,10.0143,34.6348,0.4184,,1.91,99.3,28.17,0.03,2.99,0.02,47.2
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,9,301.754,10.4388,34.66,0.4172,,2.15,99.35,27.3,0.03,2.95,0.02,44.8
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,10,251.692,10.8085,34.6838,0.4172,,2.36,99.36,26.71,0.03,2.91,0.01,42.9
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,11,201.124,11.5974,34.7344,0.4078,,4.04,99.33,26.36,0.04,2.85,0.01,39.4
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,12,201.186,11.5992,34.7346,0.4221,,4.08,99.34,,,,,
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,13,150.541,12.241,34.7776,0.4103,,6.73,99.33,26.54,0.04,2.85,0.01,39
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,14,125.859,12.8018,34.8154,0.4265,,11.99,99.31,26.53,0.05,2.87,0.01,38.9
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,15,100.612,13.132,34.814,0.4215,,12.44,99.27,25.93,0.05,2.83,0.02,35.9
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,16,75.629,13.5719,34.7279,0.4097,,14.5,99.27,25.01,0.05,2.71,0.01,30.5
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,17,50.405,13.4824,34.272,0.7517,,62.99,98.9,22.37,0.06,2.18,0.01,22.3
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,18,36.99,15.1316,34.4653,0.9348,,71.94,98.59,19.36,0.19,1.48,0.02,19
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,19,32.321,15.3323,34.4383,1.1983,,85.6,98.37,17.71,0.33,1.38,0.01,17.3
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,20,27.358,15.4114,34.4137,1.5515,,97.13,98.32,17.29,0.36,1.34,0.02,17
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,21,25.237,15.4537,34.4046,1.2208,,98.1,98.33,17.22,0.36,1.34,0.01,17
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,22,2.456,20.7811,34.6752,2.1047,,222.71,83.09,0.96,0.05,0.75,0.08,2.7
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,23,2.241,20.8385,34.681,2.2275,,222.44,91.42,,,,,
TN278,184,4/19/2012,7:28,-110.01,22.51028,3049,24,2.333,20.7754,34.6633,1.9602,,222.65,60.71,,,,,
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,1,1513.897,3.0899,34.587,0.4489,,42.37,99.46,43.68,0.04,3.27,0,140.6
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,2,1110.187,4.166,34.5351,0.4719,,16.25,99.47,44.82,0.04,3.43,0,117.9
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,3,906.541,4.9212,34.5071,0.452,,7.5,99.53,44.12,0.04,3.44,0,100.1
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,4,806.24,5.4836,34.4998,0.4676,,4.07,99.51,42.79,0.04,3.39,0,92.9
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,5,704.929,6.0436,34.4982,0.4489,,2.43,99.51,40.88,0.03,3.34,0,84.6
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,6,503.516,7.8875,34.5323,0.4308,,1.87,99.37,33.96,0.03,3.18,0,63.9
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,7,402.186,9.1722,34.5698,0.434,,2.25,99.32,29.69,0.03,3.03,0,51.5
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,8,403.057,9.1893,34.57,0.4172,,2.25,99.34,,,,,
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,9,301.368,10.4729,34.6604,0.4389,,1.97,99.35,26.89,0.04,2.93,0,44.9
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,10,301.635,10.4724,34.6605,0.4383,,2.01,99.35,,,,,
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,11,251.377,10.7568,34.677,0.4315,,2.13,99.34,26.33,0.03,2.9,0,43.1
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,12,251.102,10.7551,34.6771,0.4358,,2.15,99.34,,,,,
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,13,250.901,10.7556,34.6769,0.4371,,2.17,99.18,,,,,
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,14,201.924,11.4869,34.7284,0.4408,,3.62,99.35,26.26,0.04,2.87,0,40.9
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,15,201.919,11.4794,34.7278,0.4147,,3.62,99.38,,,,,
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,16,150.855,12.2512,34.7574,0.3879,,4.08,99.36,25.62,0.04,2.79,0,36.9
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,17,125.11,12.7525,34.7751,0.401,,5.71,99.31,25.36,0.04,2.79,0,35.3
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,18,100.529,13.3915,34.778,0.4209,,8.76,99.24,24.98,0.05,2.78,0,33.6
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,19,75.079,14.268,34.7909,0.5803,,25.15,99.03,23.94,0.07,2.68,0,30.9
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,20,49.823,14.1263,34.3249,1.1983,,57.88,98.38,21.73,0.12,1.92,0,22.8
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,21,30.295,15.7425,34.4257,2.0568,,104.78,97.52,15.56,0.64,1.85,0,17.1
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,22,24.584,17.0503,34.4341,3.2678,,176.73,95.75,9.21,0.51,1.42,0,9.7
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,23,20.081,17.4435,34.4334,3.1899,,191.84,96.23,6.84,0.35,1.24,0,7.3
TN278,185,4/19/2012,11:04,-110.009,22.76056,1674,24,3.101,21.0208,34.6074,1.3497,,219.6,96.49,0.49,0.03,0.66,0,4
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,1,1515.054,3.0075,34.5895,0.4489,,44.84,99.57,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,2,1110.06,4.1466,34.5382,0.4651,,15.28,99.56,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,3,908.069,4.8823,34.5161,0.4613,,6.13,99.54,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,4,806.119,5.3731,34.5053,0.452,,3.97,99.53,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,5,705.468,5.971,34.4931,0.4321,,3.66,99.44,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,6,503.534,7.7582,34.5218,0.4439,,2.02,99.41,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,7,402.619,8.9546,34.5591,0.4489,,2.06,99.37,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,8,402.923,8.9545,34.5591,0.4352,,2.08,99.37,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,9,403.033,8.9556,34.5591,0.4489,,2.05,99.36,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,10,302.526,10.343,34.6138,0.4234,,3.69,99.39,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,11,252.519,10.8069,34.5937,0.4159,,8.95,99.35,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,12,201.673,11.8439,34.71,0.3954,,3.67,99.31,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,13,151.482,12.7087,34.734,0.3997,,7.21,99.27,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,14,125.628,12.8376,34.6446,0.3804,,17.73,99.22,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,15,100.485,12.3425,34.2184,0.5449,,63.89,99.07,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,16,75.516,13.5769,34.0463,0.6421,,90.24,98.6,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,17,50.292,15.8796,33.8609,2.2324,,193.95,96.65,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,18,45.447,15.9445,33.7642,4.2097,,212.69,93.94,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,19,45.403,15.9561,33.7616,4.3038,,211.15,93.53,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,20,45.317,16.0353,33.763,4.3767,,211.49,93.91,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,21,45.488,15.9809,33.7637,4.2571,,211.49,93.95,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,22,25.252,18.2112,33.9751,1.2307,,237.92,93.95,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,23,2.152,18.99,34.0386,0.4271,,234.74,95.43,,,,,
TN278,186,4/19/2012,16:19,-110.711,22.71083,1981,24,2.227,18.9999,34.0381,0.4539,,233.76,95.44,,,,,
TN278,187,4/19/2012,21:31,-111.411,22.81083,2990,1,1515.197,3.0973,34.5815,0.4626,,42.05,99.64,44.32,0.02,3.25,0,140.7
TN278,187,4/19/2012,21:31,-111.411,22.81083,2990,2,1109.712,4.2151,34.536,0.4613,,14.13,99.55,44.76,0.02,3.36,0,118.3
TN278,187,4/19/2012,21:31,-111.411,22.81083,2990,3,908.081,5.0065,34.504,0.4726,,6.67,99.56,44.73,0.02,3.41,0,101.7
TN278,187,4/19/2012,21:31,-111.411,22.81083,2990,4,806.489,5.4543,34.4952,0.4489,,4.52,99.54,43.63,0.02,3.38,0.01,93.7
TN278,187,4/19/2012,21:31,-111.411,22.81083,2990,5,706.536,6.069,34.4927,0.4645,,2.63,99.52,41.37,0.03,3.35,0,84.6
TN278,187,4/19/2012,21:31,-111.411,22.81083,2990,6,503.281,7.8097,34.522,0.4327,,1.9,99.47,34.6,0.04,3.16,0,62.8
TN278,187,4/19/2012,21:31,-111.411,22.81083,2990,7,403.387,9.0775,34.5888,0.4489,,1.68,99.31,29.68,0.07,3.04,0,51.6
TN278,187,4/19/2012,21:31,-111.411,22.81083,2990,8,402.357,9.0729,34.5877,0.4308,,1.78,99.32,,,,,
TN278,187,4/19/2012,21:31,-111.411,22.81083,2990,9,403.667,9.0768,34.5887,0.429,,1.86,99.32,,,,,
TN278,187,4/19/2012,21:31,-111.411,22.81083,2990,10,301.598,10.2079,34.619,0.4427,,2.71,99.35,26.9,0.02,2.88,0,42.3
TN278,187,4/19/2012,21:31,-111.411,22.81083,2990,11,251.125,11.0619,34.6845,0.4284,,1.77,99.18,25.27,0.04,2.81,0,38.3
TN278,187,4/19/2012,21:31,-111.411,22.81083,2990,12,251.743,11.0605,34.685,0.4265,,1.81,99.16,,,,,
